"protein_name","mri_beta","mri_p","mri_adj_p_sig","ct1_beta","ct_p","ct_adj_p_sig","sig_both","estimate_pnpla3","p.value_pnpla3","pro_sig","estimate_tm6sf2","estimate_hsd17b13","p.value_tm6sf2","p.value_hsd17b13","t_sig","h_sig","gene_description","Liver","Expression_Category","level","estimate_hcc","p.value_hcc","estimate_cirr","p.value_cirr","CellType","enriched","estimate_bmi","p.value_bmi","estimate_alc","p.value_alc"
"cenpj",0.00895860015159107,0.468887894854194,"no",0.00697664522897135,0.616107612560852,"no","no",-0.00517627949663569,0.0423513196191742,"no",0.00202918665645763,0.0026134825463364,0.211239282148989,0.3382525201034,"no","no","This gene encodes a protein that belongs to the centromere protein family.
During cell division,
this protein plays a structural role in the maintenance of centrosome integrity and normal spindle morphology,
and it is involved in microtubule disassembly at the centrosome.
This protein can function as a transcriptional coactivator in the Stat5 signaling pathway,
and also as a coactivator of NF-kappaB-mediated transcription,
likely via its interaction with the coactivator p300/CREB-binding protein.
Mutations in this gene are associated with primary autosomal recessive microcephaly,
a disorder characterized by severely reduced brain size and cognitive disability.
Alternatively spliced transcript variants have been found for this gene.
[provided by RefSeq,
Apr 2012].",1.2925,"Broadly expressed","low",0.182648129145517,0.0941658398428209,0.0705296467257049,0.262116292462306,"gamma-delta_T_Cells_2","Immune-enriched",0.0455243015268971,0.028870127563692,-0.0168583187295144,0.000681739543766815
"cep112",0.0281419447530515,0.0201957524675411,"no",0.0214891279918051,0.113428164038695,"no","no",0.00347048300127429,0.173382757462343,"no",0.0025323096273321,0.000216057022111905,0.118628188508736,0.936883342547404,"no","no","This gene encodes a coiled-coil domain containing protein that belongs to the cell division control protein 42 effector protein family.
In neurons,
it localizes to the cytoplasm of dendrites and is also enriched in the nucleus where it interacts with the RNA polymerase III transcriptional repressor Maf1 to regulate gamma-aminobutyric acid A receptor surface expression.
In addition,
the protein has been identified as a component of the human centrosome.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
Nov 2014].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Evidence Data: Transcript exon combination: SRR11853559.14871.1,
SRR18074967.928298.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].",0.60948,"Broadly expressed","low",0.204424862005553,0.0652013270130499,0.0784219305190092,0.221074335259995,"Periportal_LSECs","EC-enriched",0.25092912851979,1.83534794559774e-33,-0.0179678809288082,0.000278369181709311
"cep152",0.0223630607069927,0.0698753785677881,"no",0.0101177921877961,0.46393334279041,"no","no",-6.67503679821045e-05,0.979098620237836,"no",0.00264971386701784,0.00283202106056364,0.10230253316051,0.299019787443427,"no","no","This gene encodes a protein that is thought to be involved with centrosome function.
Mutations in this gene have been associated with primary microcephaly (MCPH4).
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
Aug 2010].",0.549432,"Broadly expressed","low",0.166814366816532,0.130925940273651,0.00814970493932578,0.89791264629593,"Erythroid_Cells","Immune-enriched",0.0854031098556261,4.10948412571564e-05,-0.0126446316440845,0.0106164661213738
"cep164",0.0332373662563093,0.0119035361505838,"no",0.0119677563321537,0.422137367742912,"no","no",0.0020461659137605,0.421834414226381,"no",-0.00161029774736528,-0.00410608707736199,0.320682124652699,0.132062553504108,"no","no","This gene encodes a centrosomal protein involved in microtubule organization,
DNA damage response,
and chromosome segregation.
The encoded protein is required for assembly of primary cilia and localizes to mature centrioles.
Defects in this gene are a cause of nephronophthisis-related ciliopathies.
Two transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Dec 2012].",5.99015,"Broadly expressed","low",-0.0494256632039174,0.653217448334637,0.127622091059558,0.0439017088000208,"Hepatic_Stellate_Cells","Stellate cells-enriched",0.112981033727961,5.61967185463595e-08,-0.00668282612594841,0.178732785595809
"cep170",0.0438899093786662,0.000282321276416451,"no",0.0200079980442734,0.142788703486226,"no","no",-0.00230104424794989,0.366985536123109,"no",0.000677587745297088,0.00137632947434407,0.676442552006566,0.614155693138516,"no","no","The product of this gene is a component of the centrosome,
a non-membraneous organelle that functions as the major microtubule-organizing center in animal cells.
During interphase,
the encoded protein localizes to the sub-distal appendages of mature centrioles,
which are microtubule-based structures thought to help organize centrosomes.
During mitosis,
the protein associates with spindle microtubules near the centrosomes.
The protein interacts with and is phosphorylated by polo-like kinase 1,
and functions in maintaining microtubule organization and cell morphology.
The human genome contains a putative transcribed pseudogene.
Several alternatively spliced transcript variants of this gene have been found,
but the full-length nature of some of these variants has not been determined.
[provided by RefSeq,
Jul 2008].",1.78746,"Broadly expressed","low",-0.0414061594516458,0.705684237093836,-0.150509855182448,0.0175277351971514,"Inflammatory_Macrophage","Immune-enriched",0.178223259845818,1.19257549750257e-17,-0.0325569246869037,5.33853618355413e-11
"cep20",0.108887154405372,2.28258185747676e-16,"yes",0.0965843068618111,1.01833626472914e-10,"yes","yes",-0.00345370159635278,0.176185808105894,"no",-0.00158028018767727,0.00296692810643576,0.33092858305785,0.277644173871154,"no","no","",-9,"Not available","Not available",0.27663614797494,0.0122738776455478,0.102383714095773,0.108765917172858,NA,NA,0.446032018339296,7.08640108385458e-102,-0.0153773604530594,0.00206235673293539
"cep290",0.0270225865092847,0.0274624910345281,"no",0.0151175474956551,0.275078509589648,"no","no",-0.00229208903754627,0.36825550003261,"no",-0.00193911760677609,-0.000712994049103658,0.231778259596475,0.793709872836916,"no","no","This gene encodes a protein with 13 putative coiled-coil domains,
a region with homology to SMC chromosome segregation ATPases,
six KID motifs,
three tropomyosin homology domains and an ATP/GTP binding site motif A.
The protein is localized to the centrosome and cilia and has sites for N-glycosylation,
tyrosine sulfation,
phosphorylation,
N-myristoylation,
and amidation.
Mutations in this gene have been associated with Joubert syndrome and nephronophthisis and the presence of antibodies against this protein is associated with several forms of cancer.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: DQ109808.1,
BK005587.1 [ECO:0000332]; RNAseq introns: mixed sample support SAMEA1965299,
SAMEA1966682 [ECO:0006172].
 RefSeq Attributes: MANE Ensembl match: ENST00000552810.6/ ENSP00000448012.1; RefSeq Select criteria: based on manual assertion,
conservation,
expression.",1.55984,"Broadly expressed","low",0.0337630059303919,0.759477318793653,-0.0205387923644373,0.746715981824407,"Erythroid_Cells","Immune-enriched",0.0591631885532981,0.00448203152314338,-0.0150372661858383,0.0024306159289076
"cep350",0.00931476193418573,0.450903150512694,"no",0.0030303178360197,0.828404937815905,"no","no",-0.00193522102867527,0.447514628009916,"no",0.000225727540791408,-0.00262633289964757,0.889307333151856,0.335490495203316,"no","no","The product of this gene is a large protein with a CAP-Gly domain typically found in cytoskeleton-associated proteins.
The encoded protein primarily localizes to the centrosome,
a non-membraneous organelle that functions as the major microtubule-organizing center in animal cells.
The encoded protein directly interacts with another large centrosomal protein and is required to anchor microtubules at the centrosome.
It is also implicated in the regulation of a class of nuclear hormone receptors in the nucleus.
Several alternatively spliced transcript variants have been found,
but their full-length nature has not been determined.
[provided by RefSeq,
Jul 2008].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: AF287356.1 [ECO:0000332].
 RefSeq Attributes: MANE Ensembl match: ENST00000367607.8/ ENSP00000356579.3; RefSeq Select criteria: based on conservation,
expression.",2.93413,"Broadly expressed","low",0.0532273250629559,0.628751938645337,-0.0785341154267137,0.216107230583042,"Erythroid_Cells","Immune-enriched",0.00166750214052602,0.936166867070808,-0.0045596043812533,0.359021948710625
"cep43",0.0923769923626217,2.79602814028418e-12,"yes",0.0488729435010537,0.000983608244860282,"no","no",-0.00361483545797012,0.15701434752476,"no",-0.00119783047556902,0.00366126215880379,0.461317611660322,0.180503373958399,"no","no","This gene encodes a largely hydrophilic centrosomal protein that is required for anchoring microtubules to subcellular structures.
A t(6;8)(q27;p11) chromosomal translocation,
fusing this gene and the fibroblast growth factor receptor 1 (FGFR1) gene,
has been found in cases of myeloproliferative disorder.
The resulting chimeric protein contains the N-terminal leucine-rich region of this encoded protein fused to the catalytic domain of FGFR1.
Alterations in this gene may also be associated with Crohn's disease,
Graves' disease,
and vitiligo.
Alternatively spliced transcript variants that encode different proteins have been identified.
[provided by RefSeq,
Jul 2013].",-9,"Not available","Not available",0.103329430083185,0.350826587158946,0.0486179538875472,0.447781198128023,NA,NA,0.368131039297714,7.24457816981227e-70,-0.0294605461110756,3.71986079966092e-09
"cep85",0.0861955252490976,7.85929782511026e-11,"yes",0.0691532182135567,3.6136824715554e-06,"yes","yes",-0.0032863115424938,0.198224470771882,"no",-0.004675056921737,0.00528057304872793,0.00403452604345917,0.0534063677481537,"no","no","This gene encodes a protein that belongs to the centrosome-associated family of proteins.
The centrosome is a subcellular organelle in the animal cell that functions as a microtubule organizing center and is involved in cell-cycle progression.
Alternate splicing results in multiple transcript variants.
[provided by RefSeq,
Jul 2013].",3.17788,"Broadly expressed","low",0.105919514628745,0.338248354188156,-0.0533313626265268,0.404062060714551,"Erythroid_Cells","Immune-enriched",0.346403082487586,5.09114231015944e-62,-0.0362534498771568,4.26419806694054e-13
"cert",0.0581319209726432,1.31269049950671e-05,"yes",0.0486721645371789,0.00115766200306924,"no","no",-0.00235116513824256,0.356298442906053,"no",-0.000341453400193617,0.00160703293634285,0.833317313392479,0.555809702983586,"no","no","",-9,"Not available","Not available",0.124513822430486,0.259017857370676,0.062178710422186,0.328506857353532,NA,NA,0.257123340493153,4.44448536168808e-35,-0.0208925963865869,2.73177412436124e-05
"ces1",0.373908125140323,4.66248803526659e-168,"yes",0.233037004571579,3.47781653726302e-49,"yes","yes",-0.0023518560918102,0.363034660362222,"no",0.0230648616536993,0.0141734260315899,1.06930874452896e-44,3.0194719113197e-07,"yes","yes","This gene encodes a member of the carboxylesterase large family.
The family members are responsible for the hydrolysis or transesterification of various xenobiotics,
such as cocaine and heroin,
and endogenous substrates with ester,
thioester,
or amide bonds.
They may participate in fatty acyl and cholesterol ester metabolism,
and may play a role in the blood-brain barrier system.
This enzyme is the major liver enzyme and functions in liver drug clearance.
Mutations of this gene cause carboxylesterase 1 deficiency.
Three transcript variants encoding three different isoforms have been found for this gene.
[provided by RefSeq,
Jun 2010].",403.205,"Broadly expressed","medium-high",0.478877738588526,2.30817690954094e-05,0.713318755946485,8.50848937344003e-28,"Hepatocyte_4","Hepatocyte-enriched",1.52666155378435,7.31217155845045e-322,0.0942991737018607,2.70706548891231e-76
"ces2",0.174637922473732,1.13423888846494e-38,"yes",0.10572716541557,4.66279412950352e-12,"yes","yes",0.00349555256675583,0.177138154687544,"no",0.00283268415558596,0.00393245677455035,0.0857720154641345,0.156022848575544,"no","no","This gene encodes a member of the carboxylesterase large family.
The family members are responsible for the hydrolysis or transesterification of various xenobiotics,
such as cocaine and heroin,
and endogenous substrates with ester,
thioester,
or amide bonds.
They may participate in fatty acyl and cholesterol ester metabolism,
and may play a role in the blood-brain barrier system.
The protein encoded by this gene is the major intestinal enzyme and functions in intestine drug clearance.
Alternatively spliced transcript variants have been found for this gene.[provided by RefSeq,
Oct 2010].",93.0576,"Broadly expressed","medium-low",0.524799789056338,3.56931364531467e-06,0.6115918165906,7.62738208280552e-21,"Hepatocyte_4","Hepatocyte-enriched",0.88643546456209,7.31217155845045e-322,0.0508090654628301,1.20547395591774e-23
"ces3",0.171436781229331,4.5728130128413e-38,"yes",0.111812856027186,1.31672790658533e-13,"yes","yes",-0.0052609550621912,0.0405513853897929,"no",0.00420963455120843,0.0181210390275598,0.0100381834642558,4.32876078410935e-11,"no","yes","This gene encodes a member of the carboxylesterase large family.
The family members are responsible for the hydrolysis or transesterification of various xenobiotics,
such as cocaine and heroin,
and endogenous substrates with ester,
thioester,
or amide bonds.
They may participate in fatty acyl and cholesterol ester metabolism,
and may play a role in the blood-brain barrier system.
This gene is expressed in several tissues,
particularly in colon,
trachea and in brain,
and the protein participates in colon and neural drug metabolism.
Multiple alternatively spliced transcript variants encoding distinct isoforms have been reported,
but the biological validity and/or full-length nature of some variants have not been determined.[provided by RefSeq,
Jun 2010].",26.9856,"Broadly expressed","medium-low",-0.0353753896648728,0.751925057371924,0.0637115958297296,0.326152014321166,"Hepatocyte_4","Hepatocyte-enriched",0.845744819393949,7.31217155845045e-322,0.0375396617935984,7.81196221189397e-14
"cetn2",0.0643511914549776,1.71786750909628e-06,"yes",0.0622149626626464,3.66587853917137e-05,"no","no",-0.00241863440940498,0.342535473798112,"no",-0.00190384035903081,0.00100510387901511,0.240506176032176,0.712476972184727,"no","no","Caltractin belongs to a family of calcium-binding proteins and is a structural component of the centrosome.
 The high level of conservation from algae to humans and its association with the centrosome suggested that caltractin plays a fundamental role in the structure and function of the microtubule-organizing center,
possibly required for the proper duplication and segregation of the centrosome.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: X72964.1,
BC005334.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA2147596,
SAMEA2151119 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000370277.5/ ENSP00000359300.3; RefSeq Select criteria: based on single protein-coding transcript.",11.924,"Broadly expressed","medium-low",0.112885914153059,0.305868206012991,-0.0365182199335071,0.566213413291689,"Hepatocyte_3","Hepatocyte-enriched",0.278598222055449,7.08684700826612e-41,-0.0267157755535032,7.27760290872385e-08
"cetn3",0.0514205497029458,2.3101953657783e-05,"no",0.0328970881693614,0.0159816906334963,"no","no",-0.00434963822666201,0.0889074932157501,"no",0.00095979797500423,0.000372997740530586,0.555387972974157,0.891585000579139,"no","no","The protein encoded by this gene contains four EF-hand calcium binding domains,
and is a member of the centrin protein family.
Centrins are evolutionarily conserved proteins similar to the CDC31 protein of S.
cerevisiae.
Yeast CDC31 is located at the centrosome of interphase and mitotic cells,
where it plays a fundamental role in centrosome duplication and separation.
Multiple forms of the proteins similar to the yeast centrin have been identified in human and other mammalian cells,
some of which have been shown to be associated with centrosome fractions.
This protein appears to be one of the most abundant centrins associated with centrosome,
which suggests a similar function to its yeast counterpart.
Alternatively spliced transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Jul 2014].",2.49602,"Broadly expressed","low",0.0375110797731097,0.734697986186326,-0.0302109547921886,0.635806170746727,"Erythroid_Cells","Immune-enriched",0.253482957779816,6.14304958183744e-34,0.000615910902668572,0.901638910787867
"cfb",0.130521020530067,1.04391287811553e-29,"yes",0.0950173746607014,2.42444718369224e-13,"yes","yes",-0.00706846927699618,0.00581571726259387,"no",0.00121534952277666,-0.00750150158078912,0.456313560635491,0.00624384430191356,"no","no","This gene encodes complement factor B,
a component of the alternative pathway of complement activation.
Factor B circulates in the blood as a single chain polypeptide.
Upon activation of the alternative pathway,
it is cleaved by complement factor D yielding the noncatalytic chain Ba and the catalytic subunit Bb.
The active subunit Bb is a serine protease which associates with C3b to form the alternative pathway C3 convertase.
Bb is involved in the proliferation of preactivated B lymphocytes,
while Ba inhibits their proliferation.
This gene localizes to the major histocompatibility complex (MHC) class III region on chromosome 6.
This cluster includes several genes involved in regulation of the immune reaction.
Polymorphisms in this gene are associated with a reduced risk of age-related macular degeneration.
The polyadenylation site of this gene is 421 bp from the 5' end of the gene for complement component 2.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC007990.2,
AK130533.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000425368.7/ ENSP00000416561.2; RefSeq Select criteria: based on single protein-coding transcript.",1114.93,"Broadly expressed","high",0.0691197153144858,0.533924914293806,0.143538120762382,0.0238691658054826,"Hepatocyte_5","Hepatocyte-enriched",1.09690933906802,7.31217155845045e-322,0.0124813077004128,0.0117541329213763
"cfc1",0.0693268011883954,1.69684861561385e-07,"yes",0.0838631342497861,1.55216715419874e-08,"yes","yes",0.00376719951192247,0.142108707004924,"no",-0.00200406948341981,-0.000100556728945629,0.219896127090562,0.970795826441678,"no","no","This gene encodes a member of the epidermal growth factor (EGF)- Cripto,
Frl-1,
and Cryptic (CFC) family,
which are involved in signalling during embryonic development.
Proteins in this family share a variant EGF-like motif,
a conserved cysteine-rich domain,
and a C-terminal hydrophobic region.
The protein encoded by this gene is necessary for patterning the left-right embryonic axis.
Mutations in this gene are associated with defects in organ development,
including autosomal visceral heterotaxy and congenital heart disease.
Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.
[provided by RefSeq,
Jul 2012].",0,"Not expressed in liver","not expressed",0.469704336205652,3.14766836546959e-05,0.421777999964841,6.05416699834451e-11,NA,NA,0.603008056561474,3.73397249347175e-183,-0.0692185434408119,6.3082562929514e-44
"cfd",0.0747480463857488,2.7015939597369e-10,"yes",0.0666889308621879,5.08222622016655e-07,"yes","yes",-0.000540376788005612,0.834624192532361,"no",0.00201837383517615,-0.000218272154034677,0.220563660953248,0.937199542949159,"no","no","This gene encodes a member of the S1,
or chymotrypsin,
family of serine peptidases.
This protease catalyzes the cleavage of factor B,
the rate-limiting step of the alternative pathway of complement activation.
This protein also functions as an adipokine,
a cell signaling protein secreted by adipocytes,
which regulates insulin secretion in mice.
Mutations in this gene underlie complement factor D deficiency,
which is associated with recurrent bacterial meningitis infections in human patients.
Alternative splicing of this gene results in multiple transcript variants.
At least one of these variants encodes a preproprotein that is proteolytically processed to generate the mature protease.
[provided by RefSeq,
Nov 2015].",3.48659,"Broadly expressed","low",0.133233042668989,0.254185976568604,0.177111839692574,0.00809586706711251,"Inflammatory_Macrophage","Immune-enriched",1.04107036516349,7.31217155845045e-322,-0.038505833152838,1.77438082966392e-14
"cfh",0.162132597605845,2.70615743170031e-45,"yes",0.108677547246626,4.04062757096543e-17,"yes","yes",-0.00211400091207026,0.409021989090546,"no",0.00130376037509858,-0.00574467325207997,0.423772759338948,0.0360619432191207,"no","no","This gene is a member of the Regulator of Complement Activation (RCA) gene cluster and encodes a protein with twenty short consensus repeat (SCR) domains.
This protein is secreted into the bloodstream and has an essential role in the regulation of complement activation,
restricting this innate defense mechanism to microbial infections.
Mutations in this gene have been associated with hemolytic-uremic syndrome (HUS) and chronic hypocomplementemic nephropathy.
Alternate transcriptional splice variants,
encoding different isoforms,
have been characterized.
[provided by RefSeq,
Oct 2011].",332.336,"Broadly expressed","medium-high",0.108104932540911,0.343467420059269,0.227590119208034,0.00048862835385872,"Hepatocyte_5","Hepatocyte-enriched",1.34149921888813,7.31217155845045e-322,-0.0420957854886959,1.08675084825114e-17
"cfhr2",0.0227418054725758,0.0577616688438245,"no",0.0227347785635609,0.0910994697672839,"no","no",-0.00597812647795597,0.0193951216828052,"no",3.4470725163175e-05,-0.00211302631217934,0.983104959416905,0.440091934210735,"no","no","This gene belongs to a family of complement factor H-related genes (CFHR),
which are clustered together with complement factor H gene on chromosome 1,
and are involved in regulation of complement.
Mutations in CFHR genes have been associated with dense deposit disease and atypical haemolytic-uraemic syndrome.
Alternatively spliced transcript variants have been found for this gene.
[provided by RefSeq,
Aug 2015].",298.707,"Specific to liver","medium-high",-0.0732187313302648,0.50750989549176,-0.0776347664651805,0.222075785915659,"Hepatocyte_5","Hepatocyte-enriched",0.309319722425423,1.12876969178745e-49,-0.0400497344029971,6.7276832128936e-16
"cfhr4",0.00697858940065865,0.563186604158943,"no",0.0110834793434157,0.413656076219285,"no","no",-0.00393284823626385,0.123677448874362,"no",-0.00129706149406512,0.00190444211457118,0.425090655989092,0.486102222929908,"no","no","This gene is a member of the complement factor H (CFH) gene family,
and encodes one of the 5 CFH-related (CFHR) proteins.
These 5 genes are closely linked to the CFH gene on chromosome 1q31-q32.
The CFHRs are secreted plasma proteins synthesized primarily by the hepatocytes,
and composed of highly-related short consensus repeats (SCRs).
This protein enhances the cofactor activity of CFH,
and is involved in complement regulation.
It can associate with lipoproteins and may play a role in lipid metabolism.
Alternatively spliced transcript variants encoding different isoforms (varying in the number of SCRs) have been described for this gene.
[provided by RefSeq,
Jan 2011].",24.5723,"Specific to liver","medium-low",-0.147858099966072,0.182115700775825,-0.303042963301635,2.23400044003206e-06,"Hepatocyte_5","Hepatocyte-enriched",0.105249154213416,4.56571925565901e-07,-0.0291363249111391,3.97384036186889e-09
"cfhr5",0.0500780657410059,1.99486391891658e-05,"no",0.0360991311997582,0.00611556296615573,"no","no",-0.00942436461050154,0.000222322556070959,"no",0.000295075816044125,-0.000457820812209604,0.855901891360813,0.866922541780675,"no","no","This gene is a member of a small complement factor H (CFH) gene cluster on chromosome 1.
Each member of this gene family contains multiple short consensus repeats (SCRs) typical of regulators of complement activation.
The protein encoded by this gene has nine SCRs with the first two repeats having heparin binding properties,
a region within repeats 5-7 having heparin binding and C reactive protein binding properties,
and the C-terminal repeats being similar to a complement component 3 b (C3b) binding domain.
This protein co-localizes with C3,
binds C3b in a dose-dependent manner,
and is recruited to tissues damaged by C-reactive protein.
Allelic variations in this gene have been associated,
but not causally linked,
with two different forms of kidney disease: membranoproliferative glomerulonephritis type II (MPGNII) and hemolytic uraemic syndrome (HUS).
[provided by RefSeq,
Jan 2010].
 Sequence Note: An in-frame AUG is located 24 codons upstream of the annotated translation start site but is not being annotated as a start site since it is not conserved and is in a weak Kozak sequence context.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: AF295327.1,
BC111773.1 [ECO:0000332].
 RefSeq Attributes: CDS uses downstream in-frame AUG: upstream AUG and CDS extension is not conserved; MANE Ensembl match: ENST00000256785.5/ ENSP00000256785.4; RefSeq Select criteria: based on conservation,
expression.",39.2459,"Specific to liver","medium-low",-0.349958230216807,0.00183562374378758,-0.295205259067399,4.71702377434798e-06,"Hepatocyte_5","Hepatocyte-enriched",0.39884342364306,8.5892865275815e-82,0.0243150127239127,1.1037251670157e-06
"cfi",0.156645373219874,1.64050754973017e-43,"yes",0.109222561846364,1.11964091560681e-17,"yes","yes",-0.00383647301449816,0.135324939721313,"no",9.59590345372779e-05,-0.00467142002320278,0.953206462245186,0.0893177354793948,"no","no","This gene encodes a serine proteinase that is essential for regulating the complement cascade.
The encoded preproprotein is cleaved to produce both heavy and light chains,
which are linked by disulfide bonds to form a heterodimeric glycoprotein.
This heterodimer can cleave and inactivate the complement components C4b and C3b,
and it prevents the assembly of the C3 and C5 convertase enzymes.
Defects in this gene cause complement factor I deficiency,
an autosomal recessive disease associated with a susceptibility to pyogenic infections.
Mutations in this gene have been associated with a predisposition to atypical hemolytic uremic syndrome,
a disease characterized by acute renal failure,
microangiopathic hemolytic anemia and thrombocytopenia.
Primary glomerulonephritis with immune deposits and age-related macular degeneration are other conditions associated with mutations of this gene.
[provided by RefSeq,
Dec 2015].
 Sequence Note: The RefSeq transcript and protein were derived from genomic sequence to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.",256.365,"Broadly expressed","medium-high",0.0453616057019631,0.690179262093898,0.144958071281506,0.0248663132596682,"Hepatocyte_5","Hepatocyte-enriched",1.30118215405141,7.31217155845045e-322,-0.0218268441214616,1.06990627864037e-05
"cfp",0.137237107917227,2.68607224484106e-31,"yes",0.079979775794746,1.65081395788574e-09,"yes","yes",0.000156812529273059,0.951031749249415,"no",0.000842139349056863,-0.000421746368004913,0.604389387505786,0.877360649551123,"no","no","This gene encodes a plasma glycoprotein that positively regulates the alternative complement pathway of the innate immune system.
This protein binds to many microbial surfaces and apoptotic cells and stabilizes the C3- and C5-convertase enzyme complexes in a feedback loop that ultimately leads to formation of the membrane attack complex and lysis of the target cell.
Mutations in this gene result in two forms of properdin deficiency,
which results in high susceptibility to meningococcal infections.
Multiple alternatively spliced variants,
encoding the same protein,
have been identified.[provided by RefSeq,
Feb 2009].",5.09109,"Broadly expressed","low",-0.0203576293689283,0.855632868679108,-0.0881468462754055,0.173037819891817,"Non-inflammatory_Macrophage","Immune-enriched",0.879904203964482,7.31217155845045e-322,-0.0670778068019247,2.61783852618156e-42
"cga",-0.00216241747612849,0.88934834451241,"no",-0.0313754288234453,0.0721828639024244,"no","no",0.00553697297890168,0.0813229370859089,"no",0.000413743946414598,-0.000843712359865481,0.837876793151554,0.804015337795312,"no","no","The four human glycoprotein hormones chorionic gonadotropin (CG),
luteinizing hormone (LH),
follicle stimulating hormone (FSH),
and thyroid stimulating hormone (TSH) are dimers consisting of alpha and beta subunits that are associated noncovalently.
The alpha subunits of these hormones are identical,
however,
their beta chains are unique and confer biological specificity.
The protein encoded by this gene is the alpha subunit and belongs to the glycoprotein hormones alpha chain family.
Two transcript variants encoding different isoforms have been found for this gene.
[provided by RefSeq,
Nov 2011].",0.16,"Not expressed in liver","not expressed",0.350338002629449,0.0081005296687497,0.309833300229726,3.48443810019913e-05,NA,NA,-0.223595841513475,6.89611515677567e-18,0.00974630377048739,0.112866215455311
"cgb3_cgb5_cgb8",0.0100063338958948,0.403568716249777,"no",-0.0167449756456846,0.213259705673217,"no","no",0.00476856250347918,0.0685967693454968,"no",-0.000763051500187264,-0.000992515230210336,0.647117912363395,0.723242206677161,"no","no","",-9,"Not available","Not available",-0.00319746890151271,0.977311661128842,-0.0171767890505694,0.788929906746605,NA,NA,0.0152408691392001,0.476312622518661,-0.0045885170155267,0.364882992176627
"cgn",0.0102591893969716,0.39811774798326,"no",0.00770397756666178,0.571372675471724,"no","no",-0.00132520655995576,0.602760715784337,"no",0.00120161528785889,-0.000224897558823531,0.458495081572593,0.934233186838622,"no","no","",34.7068,"Broadly expressed","medium-low",0.34509607681153,0.00184046879295046,0.171682080168378,0.00704633870760673,"Hepatocyte_4","Hepatocyte-enriched",0.0791195604153726,0.000143461046280642,0.00279666187480757,0.571696627392552
"cgref1",0.075168694453496,2.78216568654751e-08,"yes",0.0600830639563629,7.73916410982018e-05,"no","no",0.000458257024707755,0.8582465276144,"no",0.00206326696392669,0.00573797148333702,0.20647914509826,0.0366600200342818,"no","no","",3.11585,"Broadly expressed","low",0.38852664402585,0.000508492515318513,0.364336368219121,1.46733086921732e-08,"Hepatocyte_3","Hepatocyte-enriched",0.648375299939137,5.51671832564986e-212,0.0298327476850238,2.79143643771284e-09
"chac2",0.080681548074606,1.01859623494528e-09,"yes",0.0413339759317108,0.00533526425341982,"no","no",-0.0049643422038506,0.0518113696065169,"no",-0.000807073774780341,0.00252273933666277,0.619430085373911,0.35584368179438,"no","no","The protein encoded by this gene is a gamma-glutamyl cyclotransferase that catalyzes the conversion of glutathione to 5-oxoproline and cysteinylglycine.
It is thought that this gene is upregulated in response to endoplasmic reticulum stress and that the glutathione depletion enhances apoptosis.
[provided by RefSeq,
Sep 2016].",2.27695,"Broadly expressed","low",0.140508000817642,0.205653973315573,0.040673847438304,0.526480284275858,"Erythroid_Cells","Immune-enriched",0.234966648898353,1.72594980832777e-29,-0.0154516269608046,0.00205372094195478
