"protein_name","mri_beta","mri_p","mri_adj_p_sig","ct1_beta","ct_p","ct_adj_p_sig","sig_both","estimate_pnpla3","p.value_pnpla3","pro_sig","estimate_tm6sf2","estimate_hsd17b13","p.value_tm6sf2","p.value_hsd17b13","t_sig","h_sig","gene_description","Liver","Expression_Category","level","estimate_hcc","p.value_hcc","estimate_cirr","p.value_cirr","CellType","enriched","estimate_bmi","p.value_bmi","estimate_alc","p.value_alc"
"capg",0.131999308144889,2.6741948017437e-10,"yes",0.094280462977025,5.51562252601453e-05,"no","no",0.000104346795668347,0.978463979280263,"no",0.00264629473377128,-0.00955885274930922,0.282721247766967,0.020938775854496,"no","no","This gene encodes a member of the gelsolin/villin family of actin-regulatory proteins.
The encoded protein reversibly blocks the barbed ends of F-actin filaments in a Ca2+ and phosphoinositide-regulated manner,
but does not sever preformed actin filaments.
By capping the barbed ends of actin filaments,
the encoded protein contributes to the control of actin-based motility in non-muscle cells.
Alternatively spliced transcript variants have been observed for this gene.
[provided by RefSeq,
Jan 2012].",1.86794,"Broadly expressed","low",0.420705976191169,0.00809710126529255,0.425290770296812,1.31465853053387e-06,"Inflammatory_Macrophage","Immune-enriched",1.09927176457961,1.33251262313646e-267,-0.0834306179213475,3.53048198401757e-28
"capn3",0.0347915967029509,0.375290113500051,"no",0.0374174406108299,0.397394619897079,"no","no",0.00552519786530948,0.437254044144962,"no",-0.00454468404005846,0.00441535708709366,0.315033136463697,0.562235539048925,"no","no","Calpain,
a heterodimer consisting of a large and a small subunit,
is a major intracellular protease,
although its function has not been well established.
This gene encodes a muscle-specific member of the calpain large subunit family that specifically binds to titin.
Mutations in this gene are associated with limb-girdle muscular dystrophies type 2A.
Alternate promoters and alternative splicing result in multiple transcript variants encoding different isoforms and some variants are ubiquitously expressed.
[provided by RefSeq,
Jul 2008].",15.1637,"Broadly expressed","medium-low",-0.457665508023035,0.228703535431025,0.303857467201979,0.0286355930059492,"Hepatocyte_5","Hepatocyte-enriched",0.0717422849576919,0.218356493090673,0.0367091194920629,0.00790231265996187
"caps",0.0405033689333388,0.0160986119100835,"no",0.02907304761829,0.127456192582233,"no","no",-2.74156409970688e-05,0.992325160496592,"no",0.000587216338012535,-0.0051824190107405,0.745627270793295,0.0895688180546667,"no","no","This gene encodes a calcium-binding protein,
which may play a role in the regulation of ion transport.
A similar protein was first described as a potentially important regulatory protein in the dog thyroid and was termed as R2D5 antigen in rabbit.
Alternative splicing of this gene generates two transcript variants.
[provided by RefSeq,
Jul 2008].",9.90164,"Broadly expressed","low",0.174940435185062,0.0484537891015625,0.105327266237111,0.0665219414463409,NA,NA,0.223172061988792,1.00504545015909e-21,-0.0125914903197438,0.0239042122608628
"carhsp1",0.113819265427595,1.36662298185208e-06,"yes",0.0165010131602099,0.530328874367701,"no","no",0.00102180981349422,0.819345610743373,"no",-0.00230756649495165,-0.00653325102716974,0.418337200842157,0.172749720818154,"no","no","",25.7744,"Broadly expressed","medium-low",-0.137609018797137,0.5084714166828,-0.155931515389088,0.187320046463396,"Hepatocyte_6","Hepatocyte-enriched",0.201856664797019,3.3701608904635e-08,-0.0585216050457241,2.28373340586606e-11
"casc3",0.22997421710371,5.09580792836398e-09,"yes",0.199539330789258,5.7732465672431e-06,"yes","yes",-0.00863445238103634,0.181079999517988,"no",-0.000958506803701865,0.00116489183459001,0.815360777718814,0.86622060514139,"no","no","The product of this gene is a core component of the exon junction complex (EJC),
a protein complex that is deposited on spliced mRNAs at exon-exon junctions and functions in nonsense-mediated mRNA decay (NMD).
The encoded protein binds RNA and interacts with two other EJC core components.
It is predominantly located in the cytoplasm,
but shuttles into the nucleus where it localizes to nuclear speckles.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC050526.1,
X80199.2 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000264645.12/ ENSP00000264645.6; RefSeq Select criteria: based on conservation,
expression,
longest protein.",18.5252,"Broadly expressed","medium-low",-0.12254360559559,0.675902966332619,0.0210753129036946,0.894816297398206,"Mature_B_Cells","Immune-enriched",0.989884428457657,1.81999942175555e-78,-0.0361163157003676,0.00455487773314141
"casp1",0.103757344344723,1.42741186294986e-08,"yes",0.0760303797135959,0.000186549222973441,"no","no",-0.00114714892588344,0.735972117076984,"no",0.000174125390314657,0.00348791622868746,0.935989521473726,0.338445513428831,"no","no","This gene encodes a protein which is a member of the cysteine-aspartic acid protease (caspase) family.
Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis.
Caspases exist as inactive proenzymes which undergo proteolytic processing at conserved aspartic residues to produce 2 subunits,
large and small,
that dimerize to form the active enzyme.
This gene was identified by its ability to proteolytically cleave and activate the inactive precursor of interleukin-1,
a cytokine involved in the processes such as inflammation,
septic shock,
and wound healing.
This gene has been shown to induce cell apoptosis and may function in various developmental stages.
Studies of a similar gene in mouse suggest a role in the pathogenesis of Huntington disease.
Alternative splicing results in transcript variants encoding distinct isoforms.
[provided by RefSeq,
Mar 2012].",4.28842,"Broadly expressed","low",0.334091146812285,0.00516165743806144,0.105723890907943,0.194074443758354,"Inflammatory_Macrophage","Immune-enriched",0.44534860952621,5.47931520802694e-58,-0.0256151212821747,0.000111070256506462
"casp10",0.10953731536803,6.83307295264746e-11,"yes",0.0719492303835702,0.000133017416944668,"no","no",-0.00526173199929791,0.107930785299147,"no",-0.00209732080199269,0.0018705419857807,0.314681718043542,0.593633523621588,"no","no","This gene encodes a protein which is a member of the cysteine-aspartic acid protease (caspase) family.
Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis.
Caspases exist as inactive proenzymes which undergo proteolytic processing at conserved aspartic residues to produce two subunits,
large and small,
that dimerize to form the active enzyme.
This protein cleaves and activates caspases 3 and 7,
and the protein itself is processed by caspase 8.
Mutations in this gene are associated with type IIA autoimmune lymphoproliferative syndrome,
non-Hodgkin lymphoma and gastric cancer.
Alternatively spliced transcript variants encoding different isoforms have been described for this gene.
[provided by RefSeq,
Apr 2011].",3.45287,"Broadly expressed","low",-0.163433520179484,0.273245481331726,-0.0528620005029475,0.529301750154417,"gamma-delta_T_Cells_1","Immune-enriched",0.35295324142086,7.01581015587951e-40,-0.0269398898661145,2.40398206453686e-05
"casp2",0.0848600676338864,8.65418909318251e-07,"yes",0.0675172445472092,0.000422754733949053,"no","no",-0.00453930751657546,0.177941518996619,"no",-0.000582001393796127,-8.58973561960456e-05,0.785899647327617,0.981008041120421,"no","no","This gene encodes a member of the cysteine-aspartic acid protease (caspase) family.
Caspases mediate cellular apoptosis through the proteolytic cleavage of specific protein substrates.
The encoded protein may function in stress-induced cell death pathways,
cell cycle maintenance,
and the suppression of tumorigenesis.
Increased expression of this gene may play a role in neurodegenerative disorders including Alzheimer's disease,
Huntington's disease and temporal lobe epilepsy.
Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.
[provided by RefSeq,
Jan 2011].",4.56265,"Broadly expressed","low",-0.227706225044313,0.145204222873715,-0.111619515864683,0.204333726655498,"gamma-delta_T_Cells_2","Immune-enriched",0.377188355792835,8.04444207172304e-43,-0.048513065406926,1.39743153317159e-13
"casp3",0.061876063063639,4.19361673268833e-06,"yes",0.0591617835543317,8.11910820719389e-05,"no","no",-0.00507990675968316,0.0491796089409601,"no",0.000950229575170214,0.00276073218961159,0.563197973295131,0.31810679104325,"no","no","The protein encoded by this gene is a cysteine-aspartic acid protease that plays a central role in the execution-phase of cell apoptosis.
The encoded protein cleaves and inactivates poly(ADP-ribose) polymerase while it cleaves and activates sterol regulatory element binding proteins as well as caspases 6,
7,
and 9.
This protein itself is processed by caspases 8,
9,
and 10.
It is the predominant caspase involved in the cleavage of amyloid-beta 4A precursor protein,
which is associated with neuronal death in Alzheimer's disease.
[provided by RefSeq,
Aug 2017].
 Sequence Note: The RefSeq transcript and protein were derived from genomic sequence to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: CDS exon combination: BX647609.1 [ECO:0000331]; RNAseq introns: partial sample support SAMEA2148093,
SAMEA2149004 [ECO:0000350].",12.9676,"Broadly expressed","medium-low",-0.110608340519608,0.322188601382502,-0.0739888171255182,0.25319246313737,"Erythroid_Cells","Immune-enriched",0.181716818203918,7.01886304087377e-18,-0.0288433688032975,1.0179994715861e-08
"casp4",-0.00302174175008783,0.730599503945501,"no",-0.00377901237207482,0.703095382703756,"no","no",-0.00330743602700168,0.0404399101741166,"no",-0.000108705065263223,-0.00184397525729087,0.915754547229739,0.286033781880488,"no","no","This gene encodes a protein that is a member of the cysteine-aspartic acid protease (caspase) family.
Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis.
Caspases exist as inactive proenzymes composed of a prodomain and a large and small protease subunit.
Activation of caspases requires proteolytic processing at conserved internal aspartic residues to generate a heterodimeric enzyme consisting of the large and small subunits.
This caspase is able to cleave and activate its own precursor protein,
as well as caspase 1 precursor.
When overexpressed,
this gene induces cell apoptosis.
Alternative splicing results in transcript variants encoding distinct isoforms.
[provided by RefSeq,
Jul 2008].",19.7715,"Broadly expressed","medium-low",0.0434372151749371,0.520582211687494,0.0839913452573323,0.0208733966814876,"NK-like_Cells","Immune-enriched",0.020182914878566,0.126717554322613,-0.00372460819051582,0.236482970363412
"casp7",0.0852042882971504,5.1940007604236e-06,"yes",0.0596092648278053,0.00438233818413803,"no","no",-0.00465643799965658,0.144069413669445,"no",0.00092559520173385,9.8410262013224e-05,0.647521964862589,0.977005137929744,"no","no","This gene encodes a member of the cysteine-aspartic acid protease (caspase) family.
Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis.
Caspases exist as inactive proenzymes which undergo proteolytic processing at conserved aspartic residues to produce two subunits,
large and small,
that dimerize to form the active enzyme.
The precursor of the encoded protein is cleaved by caspase 3 and 10,
is activated upon cell death stimuli and induces apoptosis.
Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.
[provided by RefSeq,
May 2012].",10.0857,"Broadly expressed","medium-low",-0.185140894301445,0.193680231945186,-0.135921025933964,0.0909791289673289,"Portal_endothelial_Cells","EC-enriched",0.270161121760312,3.65605900620296e-25,-0.0206293611503185,0.000953699905936113
"casp8",0.0803351240582312,2.43350721597664e-05,"no",0.0457285324490608,0.0323166622100209,"no","no",-0.00377448613126298,0.301469735481646,"no",-0.000938686297628489,7.96090122577603e-05,0.686625965188032,0.983762955483456,"no","no","This gene encodes a member of the cysteine-aspartic acid protease (caspase) family.
Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis.
Caspases exist as inactive proenzymes composed of a prodomain,
a large protease subunit,
and a small protease subunit.
Activation of caspases requires proteolytic processing at conserved internal aspartic residues to generate a heterodimeric enzyme consisting of the large and small subunits.
This protein is involved in the programmed cell death induced by Fas and various apoptotic stimuli.
The N-terminal FADD-like death effector domain of this protein suggests that it may interact with Fas-interacting protein FADD.
This protein was detected in the insoluble fraction of the affected brain region from Huntington disease patients but not in those from normal controls,
which implicated the role in neurodegenerative diseases.
Many alternatively spliced transcript variants encoding different isoforms have been described,
although not all variants have had their full-length sequences determined.
[provided by RefSeq,
Jul 2008].
 Sequence Note: The RefSeq transcript and protein were derived from genomic sequence to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR1163658.3965.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].",2.91244,"Broadly expressed","low",-0.163264012919416,0.341563162574947,-0.10069971618993,0.290086205570467,"gamma-delta_T_Cells_1","Immune-enriched",0.25339491140606,2.14895269964764e-17,-0.049140644521805,5.40631641279783e-12
"casp9",0.0900563985248967,0.000231695769098941,"no",0.0290861978855141,0.289061413809226,"no","no",-0.006422893038371,0.143427345079885,"no",-0.00023689526633689,0.00013178174782361,0.932508943101626,0.977645420377155,"no","no","This gene encodes a member of the cysteine-aspartic acid protease (caspase) family.
Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis.
Caspases exist as inactive proenzymes which undergo proteolytic processing at conserved aspartic residues to produce two subunits,
large and small,
that dimerize to form the active enzyme.
This protein can undergo autoproteolytic processing and activation by the apoptosome,
a protein complex of cytochrome c and the apoptotic peptidase activating factor 1; this step is thought to be one of the earliest in the caspase activation cascade.
This protein is thought to play a central role in apoptosis and to be a tumor suppressor.
Alternative splicing results in multiple transcript variants.
[provided by RefSeq,
May 2013].",4.27798,"Broadly expressed","low",-0.239508830683895,0.238906352180081,-0.0390484242176537,0.726867040678888,"Hepatocyte_6","Hepatocyte-enriched",0.239443643890075,2.98643601982844e-11,-0.0240501556244052,0.00517926810602991
"casq2",0.00873518556771023,0.77212818584717,"no",-0.0133701668990611,0.689913056910469,"no","no",-0.00474946532654206,0.400497129730733,"no",-0.00324018315638607,-0.00395626715854153,0.366613577276208,0.513618987713019,"no","no","The protein encoded by this gene specifies the cardiac muscle family member of the calsequestrin family.
Calsequestrin is localized to the sarcoplasmic reticulum in cardiac and slow skeletal muscle cells.
The protein is a calcium binding protein that stores calcium for muscle function.
Mutations in this gene cause stress-induced polymorphic ventricular tachycardia,
also referred to as catecholaminergic polymorphic ventricular tachycardia 2 (CPVT2),
a disease characterized by bidirectional ventricular tachycardia that may lead to cardiac arrest.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC022288.1,
AK129891.1 [ECO:0000332].
 RefSeq Attributes: gene product(s) localized to mito.: inferred from homology; MANE Ensembl match: ENST00000261448.6/ ENSP00000261448.5; RefSeq Select criteria: based on single protein-coding transcript.",0.289638,"Not expressed in liver","not expressed",-0.309667328196475,0.323335530659598,0.0931700834196666,0.468571838918079,NA,NA,-0.0480308531865221,0.301802630968664,-0.00407122047202017,0.714791158543067
"cat",0.148754770482317,6.31349999625575e-08,"yes",0.0188747930399984,0.536884846457275,"no","no",0.00475004239881421,0.328989865974347,"no",-0.000965005477755689,0.0016393692958436,0.755110858002738,0.753505775751215,"no","no","This gene encodes catalase,
a key antioxidant enzyme in the bodies defense against oxidative stress.
Catalase is a heme enzyme that is present in the peroxisome of nearly all aerobic cells.
Catalase converts the reactive oxygen species hydrogen peroxide to water and oxygen and thereby mitigates the toxic effects of hydrogen peroxide.
Oxidative stress is hypothesized to play a role in the development of many chronic or late-onset diseases such as diabetes,
asthma,
Alzheimer's disease,
systemic lupus erythematosus,
rheumatoid arthritis,
and cancers.
Polymorphisms in this gene have been associated with decreases in catalase activity but,
to date,
acatalasemia is the only disease known to be caused by this gene.
[provided by RefSeq,
Oct 2009].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR3476690.1080032.1,
SRR3476690.186343.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1965299,
SAMEA1966682 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000241052.5/ ENSP00000241052.4; RefSeq Select criteria: based on single protein-coding transcript.",181.165,"Broadly expressed","medium-high",0.147739650215268,0.476336872264143,-0.0649197600913257,0.597141103968254,"Erythroid_Cells","Immune-enriched",0.372531794715135,1.03813635368629e-20,-0.0844437149682685,7.66130885964441e-19
"cblif",-0.00536949578722229,0.767898399890452,"no",0.0268640978283978,0.186315259657371,"no","no",-0.000775630572448954,0.80440367273246,"no",-0.00221319181843579,0.00451339515032724,0.267353558792018,0.178882624169599,"no","no","This gene is a member of the cobalamin transport protein family.
It encodes a glycoprotein secreted by parietal cells of the gastric mucosa and is required for adequate absorption of vitamin B12.
Vitamin B12 is necessary for erythrocyte maturation and mutations in this gene may lead to congenital pernicious anemia.
[provided by RefSeq,
Jul 2008].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: BC037958.1,
X76562.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA2157511 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000257248.3/ ENSP00000257248.2; RefSeq Select criteria: based on conservation,
expression,
longest protein.",-9,"Not available","Not available",0.422615545215733,0.00121190349195895,0.370606682604048,1.06446679114483e-06,NA,NA,-0.0445708653384967,0.0819562771011357,-0.0085080388619044,0.17091863463176
"cbln1",-0.0353579738077377,0.0274927140140312,"no",-0.0162313681471197,0.368555197548654,"no","no",0.00169705367133175,0.55443709985124,"no",0.00150120689701651,0.00262755985433637,0.411258180724384,0.392537254615389,"no","no","This gene encodes a cerebellum-specific precursor protein,
precerebellin,
with similarity to the globular (non-collagen-like) domain of complement component C1qB.
Precerebellin is processed to give rise to several derivatives,
including the hexadecapeptide,
cerebellin,
which is highly enriched in postsynaptic structures of Purkinje cells.
Cerebellin has also been found in human and rat adrenals,
where it has been shown to enhance the secretory activity of this gland.
[provided by RefSeq,
Aug 2008].
 Sequence Note: This RefSeq record was created from transcript and genomic sequence data to make the sequence consistent with the reference genome assembly.
The genomic coordinates used for the transcript record were based on transcript alignments.
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR3476690.1141237.1,
SRR3476690.238601.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1968189,
SAMEA1968832 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000219197.11/ ENSP00000219197.5; RefSeq Select criteria: based on single protein-coding transcript.",0.451504,"Not expressed in liver","not expressed",0.0556521678470204,0.648261218181128,0.0728609909156614,0.259268138855746,NA,NA,-0.0347134419707138,0.13964093542292,-0.00896658957148749,0.110631862591546
"cbln4",0.33873691462371,1.73155351225252e-18,"yes",0.241290635343518,2.20211732937212e-08,"yes","yes",0.0322577834288893,5.89102743797496e-06,"yes",0.00234215233374309,0.0123045305958233,0.605499756820427,0.106762284623798,"no","no","This gene encodes a member of a family of small secreted proteins containing C1Q domains.
Members of this family are involved in regulation of neurexin signalling during synapse development.
The mouse homolog of the protein encoded by this gene competes with netrin to bind to the deleted in colorectal cancer receptor.
[provided by RefSeq,
Aug 2012].
 Evidence Data: Transcript exon combination: BC050026.1,
SRR1803617.233939.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1970526,
SAMEA2142586 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000064571.3/ ENSP00000064571.2; RefSeq Select criteria: based on single protein-coding transcript.",0.201151,"Not expressed in liver","not expressed",0.843413629668212,2.27967557074076e-07,0.400637613148974,0.00879761060583252,"Hepatocyte_5","Hepatocyte-enriched",1.03063581677694,3.30198693363122e-70,-0.27096648314044,6.81955053487786e-86
"cbs",0.300792232071663,1.24457276100264e-21,"yes",0.273564061447,3.52183847176075e-15,"yes","yes",0.0703811678116001,3.59761075908351e-40,"yes",0.0191656754144271,-0.0118527814816339,1.47112492669669e-08,0.0374553712359742,"yes","no","The protein encoded by this gene acts as a homotetramer to catalyze the conversion of homocysteine to cystathionine,
the first step in the transsulfuration pathway.
The encoded protein is allosterically activated by adenosyl-methionine and uses pyridoxal phosphate as a cofactor.
Defects in this gene can cause cystathionine beta-synthase deficiency (CBSD),
which can lead to homocystinuria.
This gene is a major contributor to cellular hydrogen sulfide production.
Multiple alternatively spliced transcript variants have been found for this gene.
[provided by RefSeq,
Feb 2016].",6.61209,"Broadly expressed","low",0.863814794779291,2.94252149643534e-12,1.01819354171257,1.42725191716206e-72,"Hepatocyte_3","Hepatocyte-enriched",1.51634139929741,5.55686162293261e-269,0.0709584933567893,1.29388175454093e-11
"cbx2",0.0163496333077972,0.674258605211436,"no",-0.0216370671626359,0.633241173628698,"no","no",0.00081630077567165,0.905591201365282,"no",-0.00285371573340623,-0.000536276335802529,0.513986278672386,0.942064859049724,"no","no","This gene encodes a component of the polycomb multiprotein complex,
which is required to maintain the transcriptionally repressive state of many genes throughout development via chromatin remodeling and modification of histones.
Disruption of this gene in mice results in male-to-female gonadal sex reversal.
Mutations in this gene are also associated with gonadal dysgenesis in humans.
Alternatively spliced transcript variants encoding different isoforms have been noted for this gene.[provided by RefSeq,
Mar 2010].",0.223742,"Not expressed in liver","not expressed",-1.25796400853385,0.0132970426957855,-0.182562112496437,0.354804952972857,"Central_venous_LSECs","EC-enriched",-0.0586045436273365,0.3000937482546,0.0198785724687968,0.137667964922484
"cc2d1a",0.152449661918553,1.33270734164081e-21,"yes",0.100109005191895,2.50287172678475e-08,"yes","yes",-0.00476591390588233,0.119626592272742,"no",-0.00365794590299918,0.00418107341329316,0.0606434136300933,0.202502439235469,"no","no","This gene encodes a transcriptional repressor that binds to a conserved 14-bp 5'-repressor element and regulates expression of the 5-hydroxytryptamine (serotonin) receptor 1A gene in neuronal cells.
The DNA binding and transcriptional repressor activities of the protein are inhibited by calcium.
A mutation in this gene results in a nonsyndromic form of cognitive disability (MRT3).
[provided by RefSeq,
Jul 2017].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: SRR14038191.4443853.1,
SRR14038193.4450074.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1966682,
SAMEA1968540 [ECO:0000348].",18.9724,"Broadly expressed","medium-low",-0.115696380940563,0.424151847558256,-0.0880085028520822,0.278111260621425,"Mature_B_Cells","Immune-enriched",0.570106916577661,8.06078114930764e-116,-0.0655001131048356,6.16576292823068e-28
"ccar2",0.0226427835212079,0.40778289352479,"no",0.052849490515378,0.088963438607765,"no","no",0.00600337500818734,0.215647858818755,"no",-0.00441498344777369,-0.00778882858261369,0.151638326025129,0.133658997543587,"no","no","",15.8976,"Broadly expressed","medium-low",0.214893770696698,0.170782701141275,0.273327220017618,0.000650750481069285,"alpha-beta_T_Cells","Immune-enriched",0.265944041552814,1.8692446932358e-11,-0.00341117670966259,0.716415409840806
"ccdc134",0.115767770554599,0.000314252967820279,"no",0.151735673012827,2.39131771461374e-05,"no","no",-0.00191180625808574,0.726882964284364,"no",-0.00138532472253346,0.000940921797873568,0.690665177716926,0.872508999781133,"no","no","",1.698,"Broadly expressed","low",-0.138969696362338,0.584453429890525,-0.00411595373496322,0.976115515686408,"Plasma_Cells","Immune-enriched",0.444790249933148,3.38923412213747e-23,0.00165416001772214,0.877769996229551
"ccdc28a",-0.108188016049734,0.0497039953473283,"no",0.0184036185845963,0.765606189465448,"no","no",-0.0105140518004701,0.258064671907258,"no",0.0092962087788667,0.0132259794437164,0.115759838819612,0.184082702186732,"no","no","This gene encodes a coiled-coil domain containing protein.
Although the specific function of this gene has not yet been determined,
this gene is a known translocation partner of nucleoporin 98 in acute leukemias.
The resulting fusion gene produces a nucleoporin 98-coiled-coil domain-containing protein 28A chimeric protein which may be involved in promoting myeloproliferative neoplasms.
[provided by RefSeq,
Jan 2017].
 Evidence Data: Transcript exon combination: SRR1660803.55995.1,
SRR1660807.360096.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA2145743,
SAMEA2149004 [ECO:0000348].",26.0347,"Broadly expressed","medium-low",-0.212260768388991,0.603100313469399,-0.223591476878103,0.330165422839694,"Erythroid_Cells","Immune-enriched",0.04929581653938,0.517616246836728,0.0038048958383176,0.834974273950798
"ccdc50",0.0215244690309535,0.268644627977414,"no",0.0274164319012795,0.209979129967725,"no","no",0.00136930704810786,0.695166049875133,"no",0.000862637530577538,-0.00271765969245311,0.697638784068773,0.467697135417702,"no","no","This gene encodes a soluble,
cytoplasmic,
tyrosine-phosphorylated protein with multiple ubiquitin-interacting domains.
Mutations in this gene cause nonsyndromic,
postlingual,
progressive sensorineural DFNA44 hearing loss.
In mouse,
the protein is expressed in the inner ear during development and postnatal maturation and associates with microtubule-based structures.
This protein may also function as a negative regulator of NF-kB signaling and as an effector of epidermal growth factor (EGF)-mediated cell signaling.
Alternative splicing results in multiple transcript variants encoding distinct isoforms.
[provided by RefSeq,
Oct 2008].",15.6444,"Broadly expressed","medium-low",0.240384629322204,0.0492737591210483,0.205502262504886,0.00370329736760912,"Central_venous_LSECs","EC-enriched",0.0465143239509896,0.10410774556773,0.0047861411836714,0.484704490761108
"ccdc80",0.361277658729819,4.24399901226872e-23,"yes",0.424734322601262,3.09327606050258e-25,"yes","yes",0.0193673602274076,0.00240965293835435,"no",-0.00377866653712711,0.0160275610538327,0.352815966992612,0.0191545853960166,"no","no","",0.447024,"Not expressed in liver","not expressed",1.10279399777843,6.49079364215066e-09,1.15185538164606,1.28698459342374e-25,"Hepatic_Stellate_Cells","Stellate cells-enriched",2.74568161907367,4.74303020007597e-322,-0.0740520371318059,5.31463092773768e-09
"ccer2",-0.00638382541759507,0.807056142975959,"no",0.105120744002859,0.000385585145906987,"no","no",-0.00134177164662577,0.759762389128104,"no",0.0059020476353836,0.00748574310661681,0.0347768447464258,0.111741922572905,"no","no","",1.34334,"Broadly expressed","low",-0.176077564990697,0.374353557308144,-0.180647818695189,0.105587065466943,"Hepatocyte_4","Hepatocyte-enriched",0.265711156680823,1.64808460567755e-13,-0.259493489376608,2.46372032163317e-195
"ccl11",-0.0409662836052661,0.183219380485752,"no",0.00401887278840246,0.907898711883363,"no","no",-0.00142574898859696,0.810413040625723,"no",-0.0145535174790415,0.00713210139982529,0.0001197772797772,0.262483916114164,"no","no","This antimicrobial gene is one of several chemokine genes clustered on the q-arm of chromosome 17.
Chemokines form a superfamily of secreted proteins involved in immunoregulatory and inflammatory processes.
The superfamily is divided into four subfamilies based on the arrangement of the N-terminal cysteine residues of the mature peptide.
This chemokine,
a member of the CC subfamily,
displays chemotactic activity for eosinophils,
but not mononuclear cells or neutrophils.
This eosinophil-specific chemokine is thought to be involved in eosinophilic inflammatory diseases such as atopic dermatitis,
allergic rhinitis,
asthma and parasitic infections.
[provided by RefSeq,
Sep 2014].
 Publication Note:  This RefSeq record includes a subset of the publications that are available for this gene.
Please see the Gene record to access additional publications.
 Evidence Data: Transcript exon combination: DRR138521.410073.1,
DRR138520.53706.1 [ECO:0000332]; RNAseq introns: single sample supports all introns SAMEA1966682,
SAMEA1968540 [ECO:0000348].
 RefSeq Attributes: MANE Ensembl match: ENST00000305869.4/ ENSP00000302234.3; Protein has antimicrobial activity: PMID: 12949249; RefSeq Select criteria: based on single protein-coding transcript.",0.104474,"Not expressed in liver","not expressed",0.50210706502308,0.0620523016173795,0.478273170520042,0.00154881866801806,NA,NA,-0.916806786129666,1.66776662861117e-79,-0.117252889247095,7.01151566425568e-24
